Comune;Provincia;Nome;Descrizione;Scheda;Immagine;Descrizione immagine;Sottofamiglia;Indirizzo;Localita;Redazione locale;Data di esportazione;Latitudine;Longitudine
GATTEO;FORLI';RISTORANTE HOTEL ANTONELLA;;http://www.comune.gatteo.fo.it/gatteomare/scheda.asp?id=113;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Antonio Gramsci, 17 - 47043 Gatteo (FC);Gatteo a Mare;Cesenatico e dintorni;42132;44.171785;12.436646
GATTEO;FORLI';RISTORANTE HOTEL ESTENSE;;http://www.comune.gatteo.fo.it/gatteomare/scheda.asp?id=114;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Antonio Gramsci, 30 - 47043 Gatteo (FC);Gatteo a Mare;Cesenatico e dintorni;42132;44.171239;12.437049
GATTEO;FORLI';RISTORANTE HOTEL JOLANDA;;http://www.comune.gatteo.fo.it/gatteomare/scheda.asp?id=115;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via I Maggio, 22 - 47043 Gatteo (FC);Gatteo a Mare;Cesenatico e dintorni;42132;44.169892;12.434313
GATTEO;FORLI';RISTORANTE HOTEL SOLARIS;;http://www.comune.gatteo.fo.it/gatteomare/scheda.asp?id=48;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Bologna, 5 - 47043 Gatteo (FC);Gatteo a Mare;Cesenatico e dintorni;42132;44.171477;12.434602
GATTEO;FORLI';RISTORANTE HOTEL WALTER;;http://www.comune.gatteo.fo.it/gatteomare/scheda.asp?id=117;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Giacomo Matteotti, 74 - 47043 Gatteo (FC);Gatteo a Mare;Cesenatico e dintorni;42132;44.168114;12.438964
GATTEO;FORLI';RISTORANTE IL MARE IN PENTOLA;;http://www.comune.gatteo.fo.it/gatteomare/scheda.asp?id=464;http://www.comune.gatteo.fo.it/gatteomare/public_citta/il mare in pentola3 x sito.jpeg;il mare in pentola;RISTORAZIONE SULLA SPIAGGIA;Zona Spiaggia n.19 - 47043 Gatteo (FC);Gatteo a Mare;Cesenatico e dintorni;42132;44.172385;12.438282
GATTEO;FORLI';RISTORANTE PIZZERIA BATU';;http://www.comune.gatteo.fo.it/gatteomare/scheda.asp?id=49;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Trieste, 40 - 47043 Gatteo (FC);Gatteo a Mare;Cesenatico e dintorni;42132;;
GATTEO;FORLI';RISTORANTE PIZZERIA ORFEO;;http://www.comune.gatteo.fo.it/gatteomare/scheda.asp?id=119;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Ravenna, 2 - 47043 Gatteo (FC);Gatteo a Mare;Cesenatico e dintorni;42132;44.168145;12.439602
MELDOLA;FORLI';Agriturismo Colombarina - Meldola;Agriturismo Colombarina a Meldola. Menù di cucina tipica romagnola. Produzione propria (e vendita) di prodotti: vino sangiovese, uva, albicocche, olive.;"http://www.turismoforlivese.it/servizi/menu/dinamica.aspx?ID=7485&amp;lang=1";http://www.turismoforlivese.it/servizi/gestionedocumentale/visualizzadocumento.aspx?id=4281;Agriturismo Colombarina - Meldola;RISTORANTI, PIZZERIE, AGRITURISMI;Via Rocca Delle Caminate, 12 - 47014 Meldola (FC);;Turismo forlivese;42158;44.127033;12.060778
MELDOLA;FORLI';Agriturismo Le vigne - Meldola;Agriturismo a Meldola. Menù di cucina tradizionale romagnola;"http://www.turismoforlivese.it/servizi/menu/dinamica.aspx?ID=4581&amp;lang=1";;;RISTORANTI, PIZZERIE, AGRITURISMI;Strada San Colombano-Castelnuovo, 34 - 47014 Meldola (FC);Castelnuovo;Turismo forlivese;42158;44.127033;12.060778
MELDOLA;FORLI';Agriturismo Podere Monteguzzo - Meldola;Agriturismo Podere Monteguzzo a Meldola. Coltura biologica e menù di cucina tradizionale romagnola.;"http://www.turismoforlivese.it/servizi/menu/dinamica.aspx?ID=5119&amp;lang=1";;;RISTORANTI, PIZZERIE, AGRITURISMI;Strada San Lorenzo Fiordinano, 21 - 47014 Meldola (FC);;Turismo forlivese;42158;44.11636;12.05813
MELDOLA;FORLI';Ristorante La Bazzola - Meldola;Ristorante La Bazzola a Meldola. Menù di cucina tipica romagnola.;"http://www.turismoforlivese.it/servizi/menu/dinamica.aspx?ID=4198&amp;lang=1";;;RISTORANTI, PIZZERIE, AGRITURISMI;Str. Meldola Fratta, 4b - 47014 Meldola (FC);;Turismo forlivese;42158;44.12184;12.067165
MELDOLA;FORLI';Ristorante La Brocca - Meldola;Ristorante La Brocca a Meldola. Menù di cucina tipica romagnola.;"http://www.turismoforlivese.it/servizi/menu/dinamica.aspx?ID=6631&amp;lang=1";;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Ceppareto, 15 - 47014 Meldola (FC);;Turismo forlivese;42158;44.13238;12.06133
MELDOLA;FORLI';Ristorante La Buga - Meldola;;"http://www.turismoforlivese.it/servizi/menu/dinamica.aspx?ID=4651&amp;lang=1";;;RISTORANTI, PIZZERIE, AGRITURISMI;Strada Gualdo Interno, 10 - 47014 Meldola (FC);Ricò;Turismo forlivese;42158;44.071522;12.030722
MELDOLA;FORLI';Ristorante Mangianotte - Meldola;Ristorante Mangianotte a Meldola. Ristorante e pizzeria.;"http://www.turismoforlivese.it/servizi/menu/dinamica.aspx?ID=177403&amp;lang=1";;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Fonte Vecchia, 15 - 47014 Meldola (FC);;Turismo forlivese;42158;44.127935;12.061567
MODIGLIANA;FORLI';Agriturismo Malbrola - Modigliana;;"http://www.turismoforlivese.it/servizi/menu/dinamica.aspx?ID=4264&amp;lang=1";;;RISTORANTI, PIZZERIE, AGRITURISMI;Via San Martino In Monte, 5 - 47015 Modigliana (FC);;Turismo forlivese;42158;44.189816;11.79931
MODIGLIANA;FORLI';Ristorante pizzeria La Pace;;"http://www.turismoforlivese.it/servizi/menu/dinamica.aspx?ID=5678&amp;lang=1";;;RISTORANTI, PIZZERIE, AGRITURISMI;Piazza Giacomo Matteotti, 11 - 47015 Modigliana (FC);;Turismo forlivese;42158;44.156918;11.792133
PORTICO E SAN BENEDETTO;FORLI';Ristorante Acquacheta - Portico e S. benedetto;;"http://www.turismoforlivese.it/servizi/menu/dinamica.aspx?ID=6737&amp;lang=1";;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Molino, 46 - 47010 Portico E San Benedetto (FC);;Turismo forlivese;42158;43.981763;11.688089
PORTICO E SAN BENEDETTO;FORLI';Ristorante 'Al Vecchio Convento' - Portico;Ristorante 'Al Vecchio Convento' a Portico. Cucina tipica romagnola rivisitata.;"http://www.turismoforlivese.it/servizi/menu/dinamica.aspx?ID=6758&amp;lang=1";;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Roma, 7 - 47010 Portico E San Benedetto (FC);;Turismo forlivese;42158;44.025425;11.782257
PREDAPPIO;FORLI';Agriturismo Cerseto - Predappio;Agriturismo e ristorante Cerseto - Predappio. Menù di cucina tradizionale romagnola e vendita di prodotti aziendali.;"http://www.turismoforlivese.it/servizi/menu/dinamica.aspx?ID=128850&amp;lang=1";;;RISTORANTI, PIZZERIE, AGRITURISMI;Via S. Lucia, 42 - 47016 Predappio (FC);Trivella;Turismo forlivese;42158;44.119562;11.97623
PREDAPPIO;FORLI';Agriturismo Gli Ulivi - Predappio;Agriturismo Gli Ulivi a Predappio. Menù di cucina tradizionale romagnola. Vendita di prodotti aziendali.;"http://www.turismoforlivese.it/servizi/menu/dinamica.aspx?ID=4644&amp;lang=1";;;RISTORANTI, PIZZERIE, AGRITURISMI;47016 Predappio (FC);;Turismo forlivese;42158;44.106734;11.981599
PREDAPPIO;FORLI';Agriturismo Le Campore - Predappio;;"http://www.turismoforlivese.it/servizi/menu/dinamica.aspx?ID=7276&amp;lang=1";;;RISTORANTI, PIZZERIE, AGRITURISMI;47016 Predappio (FC);;Turismo forlivese;42158;44.106734;11.981599
PREDAPPIO;FORLI';Antichi Sapori Anni '30 - Predappio;;"http://www.turismoforlivese.it/servizi/menu/dinamica.aspx?ID=27759&amp;lang=1";;;FAST FOOD, PANINOTECHE;Viale Giacomo Matteotti, 14 - 47016 Predappio (FC);;Turismo forlivese;42158;44.103068;11.981727
PREDAPPIO;FORLI';Ca? de Sanzvès - Ristorante enoteca La Vecia Cantena d'la Pre;Ca? de Sanzvès - Ristorante enoteca La Vecia Cantena d'la Pre a Predappio. Cucina tipica romagnola, bruschette e piadina farcita.;"http://www.turismoforlivese.it/servizi/menu/dinamica.aspx?ID=6581&amp;lang=1";http://www.turismoforlivese.it/servizi/gestionedocumentale/visualizzadocumento.aspx?id=6749;Ca? de Sanzvès - Ristorante enoteca La Vecia Cantena d'la Pre;RISTORANTI, PIZZERIE, AGRITURISMI;Piazza Camillo Benso Cavour, 5 - 47016 Predappio (FC);;Turismo forlivese;42158;44.102363;11.981833
PREDAPPIO;FORLI';Ristorante Martinelle;;"http://www.turismoforlivese.it/servizi/menu/dinamica.aspx?ID=188888&amp;lang=1";;;RISTORANTI, PIZZERIE, AGRITURISMI;Sp Rocca Delle Caminate Al Km 5 - 47016 Predappio (FC);;Turismo forlivese;42158;44.106833;12.002819
PREDAPPIO;FORLI';Ristorante Pizzeria del Moro;;"http://www.turismoforlivese.it/servizi/menu/dinamica.aspx?ID=7245&amp;lang=1";;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Roma, 8 - 47016 Predappio (FC);;Turismo forlivese;42158;44.106972;11.981618
ROCCA SAN CASCIANO;FORLI';Agriturismo Berleta - Rocca San Casciano;Agriturismo Berleta - Rocca San Casciano;"http://www.turismoforlivese.it/servizi/menu/dinamica.aspx?ID=5466&amp;lang=1";;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Berleta, 4 - 47017 Rocca San Casciano (FC);;Turismo forlivese;42158;44.061587;11.841893
ROCCA SAN CASCIANO;FORLI';Agriturismo La Cerreta - Rocca San Casciano;Agriturismo La Cerreta a Rocca San Casciano. Menù di cucina tradizionale romagnola. Passeggiate a cavallo, escursioni trekking, caccia, pesca, escursioni mountain bike, vendita prodotti aziendali.;"http://www.turismoforlivese.it/servizi/menu/dinamica.aspx?ID=5212&amp;lang=1";;;RISTORANTI, PIZZERIE, AGRITURISMI;47017 Rocca San Casciano (FC);;Turismo forlivese;42158;44.061587;11.841893
ROCCA SAN CASCIANO;FORLI';Agriturismo La Sfoiera - Rocca San Casciano;Agriturismo La Sfoiera a Rocca San Casciano. Menù di cucina tradizionale romagnola.;"http://www.turismoforlivese.it/servizi/menu/dinamica.aspx?ID=128915&amp;lang=1";;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Berleta, 6 - 47017 Rocca San Casciano (FC);;Turismo forlivese;42158;44.061587;11.841893
ROCCA SAN CASCIANO;FORLI';Agriturismo La Sorgente - Rocca San Casciano;Agriturismo La Sorgente a Rocca San Casciano. Struttura confortevole e cucina tipica romagnola con prodotti genuini.;"http://www.turismoforlivese.it/servizi/menu/dinamica.aspx?ID=27173&amp;lang=1";;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Calbola, 6 - 47017 Rocca San Casciano (FC);;Turismo forlivese;42158;44.061587;11.841893
ROCCA SAN CASCIANO;FORLI';Agriturismo Le Tavernelle - Rocca San Casciano;Agriturismo Le Tavernelle a Rocca San Casciano. Menù di cucina tradizionale romagnola, vendita di prodotti aziendali.;"http://www.turismoforlivese.it/servizi/menu/dinamica.aspx?ID=186278&amp;lang=1";;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Limisano, 15 - 47017 Rocca San Casciano (FC);;Turismo forlivese;42158;44.061587;11.841893
ROCCA SAN CASCIANO;FORLI';Trattoria La Pace - Rocca San Casciano;;"http://www.turismoforlivese.it/servizi/menu/dinamica.aspx?ID=5120&amp;lang=1";;;RISTORANTI, PIZZERIE, AGRITURISMI;Piazza Giuseppe Garibaldi - 47017 Rocca San Casciano (FC);;Turismo forlivese;42158;44.06001;11.842512
SAN MAURO PASCOLI;FORLI';AGRITURISMO IL GUADO - SAN MAURO PASCOLI;;http://www.sanmauromare.net/scheda.asp?id=207;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via II Martiri, 1338 - 47030 San Mauro Pascoli (FC);;Cesenatico e dintorni;42132;44.110429;12.451522
SAN MAURO PASCOLI;FORLI';BAR RISTORANTE CENTRALE;;http://www.sanmauromare.net/scheda.asp?id=123;;;RISTORANTI, PIZZERIE, AGRITURISMI;Piazza Cesare Battisti, 3 - 47030 San Mauro Pascoli (FC);San Mauro Mare;Cesenatico e dintorni;42132;44.163866;12.447381
SAN MAURO PASCOLI;FORLI';LOCANDA DEI FATTORI - RISTORANTE - LOC. LA TORRE;;http://www.sanmauromare.net/scheda.asp?id=208;http://www.sanmauromare.net/public_citta/Locanda.jpg;Locanda dei fattori;RISTORANTI, PIZZERIE, AGRITURISMI;Via II Martiri, 29/a - 47030 San Mauro Pascoli (FC);;Cesenatico e dintorni;42132;44.113195;12.436738
SAN MAURO PASCOLI;FORLI';PIADINERIA BICIO E VALE;;http://www.sanmauromare.net/scheda.asp?id=205;http://www.sanmauromare.net/public_citta/bicio.JPG;piadineria;CHIOSCHI;Via della Libertà - 4730 San Mauro Pascoli (FC);San Mauro Mare;Cesenatico e dintorni;42132;44.163499;12.445095
SAN MAURO PASCOLI;FORLI';Piadineria i Piadi..nai;;http://www.sanmauromare.net/scheda.asp?id=320;;;CHIOSCHI;Via Vincenzi - 47030 San Mauro Pascoli (FC);San Mauro Mare;Cesenatico e dintorni;42132;44.164148;12.444983
SAN MAURO PASCOLI;FORLI';PIZZERIA RISTORANTE POSEIDON;;http://www.sanmauromare.net/scheda.asp?id=96;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Ruggero Pascoli, 17 - 47030 San Mauro Pascoli (FC);San Mauro Mare;Cesenatico e dintorni;42132;44.165059;12.44634
SAN MAURO PASCOLI;FORLI';RISTORANTE BAR LUNA ROSSA;;http://www.sanmauromare.net/scheda.asp?id=86;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Vincenzi, 11 - 47030 San Mauro Pascoli (FC);San Mauro Mare;Cesenatico e dintorni;42132;44.162912;12.448861
SAN MAURO PASCOLI;FORLI';RISTORANTE DA MARCO;;http://www.sanmauromare.net/scheda.asp?id=89;;;RISTORANTI, PIZZERIE, AGRITURISMI;Strada Statale Adriatica 16, 4 - 47030 San Mauro Pascoli (FC);San Mauro Mare;Cesenatico e dintorni;42132;44.160495;12.439924
SAN MAURO PASCOLI;FORLI';RISTORANTE ONDA BLU;;http://www.sanmauromare.net/scheda.asp?id=97;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Orsa Minore, 1 - 47030 San Mauro Pascoli (FC);San Mauro Mare;Cesenatico e dintorni;42132;44.162427;12.449387
SAN MAURO PASCOLI;FORLI';RISTORANTE PIZZERIA CAMINETTO;;http://www.sanmauromare.net/scheda.asp?id=93;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Federici, 11 - 47030 San Mauro Pascoli (FC);San Mauro Mare;Cesenatico e dintorni;42132;44.160941;12.444087
SAN MAURO PASCOLI;FORLI';RISTORANTE PIZZERIA MAREBIANCO;;http://www.sanmauromare.net/scheda.asp?id=92;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Ruggero Pascoli, 25 - 47030 San Mauro Pascoli (FC);San Mauro Mare;Cesenatico e dintorni;42132;44.165636;12.445943
SANTA SOFIA;FORLI';Agriturismo e Fattoria Didattica S. Uberto - Santa Sofia;Agriturismo e fattoria didattica in località Spinello - Santa Sofia. Menù speciali per allergici, anziani, bambini, celiaci, diabetici, sofferenti ai reni.;"http://www.turismoforlivese.it/servizi/menu/dinamica.aspx?ID=6064&amp;lang=1";;;RISTORANTI, PIZZERIE, AGRITURISMI;47018 Santa Sofia (FC);;Turismo forlivese;42158;43.947303;11.908539
SANTA SOFIA;FORLI';Albergo Lo Scoiattolo Campigna ** - Santa Sofia;Albergo Lo Scoiattolo Campigna ** a Santa Sofia. Ristorante di cucina tradizionale romagnola.;"http://www.turismoforlivese.it/servizi/menu/dinamica.aspx?ID=6237&amp;lang=1";;;RISTORANTI, PIZZERIE, AGRITURISMI;47018 Santa Sofia (FC);Campigna;Turismo forlivese;42158;43.8724;11.745409
TREDOZIO;FORLI';Agriturismo Marzanella - Tredozio;Agriturismo Marzanella a Tredozio. Il Ristorante propone ricette contadine dall'antica cucina rurale con piatti tipici e stagionali.;"http://www.turismoforlivese.it/servizi/menu/dinamica.aspx?ID=65039&amp;lang=1";http://www.turismoforlivese.it/servizi/gestionedocumentale/visualizzadocumento.aspx?id=8627;Agriturismo Marzanella - Tredozio;RISTORANTI, PIZZERIE, AGRITURISMI;Via Marzanella, 18 - 47019 Tredozio (FC);Santa Maria In Castello;Turismo forlivese;42158;44.079693;11.78834
TREDOZIO;FORLI';Agriturismo Pian di Stantino - Tredozio;Agriturismo Pian di Stantino a Tredozio. Ristorante di cucina tradizionale romagnola e specialità trentine.;"http://www.turismoforlivese.it/servizi/menu/dinamica.aspx?ID=6955&amp;lang=1";http://www.turismoforlivese.it/servizi/gestionedocumentale/visualizzadocumento.aspx?id=1254;Agriturismo Pian di Stantino - Tredozio;RISTORANTI, PIZZERIE, AGRITURISMI;Via Pian DI Stantino, 54 - 47019 Tredozio (FC);;Turismo forlivese;42158;44.086123;11.748412
TREDOZIO;FORLI';Agriturismo Ridiano - Tredozio;Agriturismo Ridiano a Tredozio. Gastronomia romagnola, vini di propria produzione.;"http://www.turismoforlivese.it/servizi/menu/dinamica.aspx?ID=6956&amp;lang=1";http://www.turismoforlivese.it/servizi/gestionedocumentale/visualizzadocumento.aspx?id=1255;Agriturismo Ridiano - Tredozio;RISTORANTI, PIZZERIE, AGRITURISMI;Via Ridiano, 2 - 47019 Tredozio (FC);Fregiolo;Turismo forlivese;42158;44.086123;11.748412
TREDOZIO;FORLI';Agriturismo Scarzana - Tredozio;Agriturismo Scarzana a Tredozio. Struttura in posizione panoramica, menù di cucina tradizionale romagnola e vendita prodotti aziendali.;"http://www.turismoforlivese.it/servizi/menu/dinamica.aspx?ID=6957&amp;lang=1";http://www.turismoforlivese.it/servizi/gestionedocumentale/visualizzadocumento.aspx?id=1256;Agriturismo Scarzana - Tredozio;RISTORANTI, PIZZERIE, AGRITURISMI;Via Scarzana, 1 - 47019 Tredozio (FC);;Turismo forlivese;42158;44.086123;11.748412
VERGHERETO;FORLI';Albergo Ristorante Bellavista;"Cucina tradizionale e tipica del luogo, con possibilità di pranzi a menù fisso; ampia cantina di vini regionali e nazionali. Possibilità di soggiornano in albergo due stelle.";http://www.fumaioloturismo.it/it_IT/albergo-ristorante-bellavista;http://www.fumaioloturismo.it/image/image_gallery?uuid=55ae5492-9622-40a3-ab06-b0d8e5783905&groupId=439558&t=1429527042833;Albergo Ristorante Bellavista;RISTORANTI, PIZZERIE, AGRITURISMI;Via Campo Madonna, 3 - 47028 Verghereto (FC);Balze;Bagno di Romagna;42122;;
VERGHERETO;FORLI';Albergo Ristorante Belvedere;"Il ristorante propone pietanze tipiche locali a base di prodotti del territorio e della stagione, quelle della cucina italiana ed internazionale; una cucina leggera, creativa e genuina. E' anche Pizzeria. Vini regionali e nazionali.";http://www.fumaioloturismo.it/it_IT/albergo-ristorante-belvedere;http://www.fumaioloturismo.it/image/image_gallery?uuid=c796a09b-5e3d-44a3-b0c5-c01dfb0d091f&groupId=439558&t=1429280723523;Albergo Ristorante Belvedere;RISTORANTI, PIZZERIE, AGRITURISMI;Via Nuova, 29 - 47028 Verghereto (FC);Balze;Bagno di Romagna;42122;;
VERGHERETO;FORLI';Albergo Ristorante Monte Fumaiolo;"Qui l?appuntamento è con la convivialità ed i sapori tradizionali della cucina tosco-romagnola: pasta fatta in casa, carni, salumi e formaggi di produzione locali provenienti dai pregiati allevamenti circostanti; funghi, cacciagione... 	Menù turistico: primo, secondo,...";http://www.fumaioloturismo.it/it_IT/albergo-ristorante-monte-fumaiolo;http://www.fumaioloturismo.it/image/image_gallery?uuid=e04c2a85-3ab8-4977-9c74-2cb01cf1267b&groupId=439558&t=1429691675402;Albergo Ristorante Monte Fumaiolo;RISTORANTI, PIZZERIE, AGRITURISMI;Via Tevere, 26 - 47028 Verghereto (FC);Balze;Bagno di Romagna;42122;;
VERGHERETO;FORLI';Albergo Vecchio Mulino Ristorante;Accogliente e famigliare, immerso nel verde, il ristorante è posto allinterno dell'albergo  sorto sul primo mulino mosso dal Tevere e recentemente ristrutturato. 	La famiglia alleva bestiame e coltiva la terra, ed i prodotti giungono giornalmente al ristorante ove si cucina nel...;http://www.fumaioloturismo.it/it_IT/albergo-vecchio-mulino;http://www.fumaioloturismo.it/image/image_gallery?uuid=e5410a7e-4230-48a4-8691-58efcad0384e&groupId=439558&t=1429281455288;Albergo Vecchio Mulino Ristorante;RISTORANTI, PIZZERIE, AGRITURISMI;Via Padre Francesco Guerra, 7 - 47028 Verghereto (FC);Balze;Bagno di Romagna;42122;;
VERGHERETO;FORLI';Appennino Nord;Offre servizio di somministrazione alimenti e bevande, ristorazione e pizzeria.;http://www.fumaioloturismo.it/it_IT/appennino-nord;;;FAST FOOD, PANINOTECHE;Via Babini, 13 - 47028 Verghereto (FC);Alfero;Bagno di Romagna;42122;;
VERGHERETO;FORLI';Area di servizio Verghereto;Il locale offre servizio di fast food. All'interno dell'autogrill e' possibile trovare vari tipi di panini, pizze. Il locale dispone anche di un market e di vendita di giornali e tabacchi. Possibiltà di rifornimento al distributore dell'area di servizio di benzina verde,...;http://www.fumaioloturismo.it/it_IT/area-di-servizio-verghereto;;;FAST FOOD, PANINOTECHE;Piantrebbio S.G.C. E45 - 47028 Verghereto (FC);Canili;Bagno di Romagna;42122;;
VERGHERETO;FORLI';Bar Belvedere;Il locale offre somministrazione di alimenti e bevande e servizio di ristorante e pizzeria. Bruschette, panini e crostini. Vini regionali e nazionali.;http://www.fumaioloturismo.it/it_IT/bar-belvedere;;;FAST FOOD, PANINOTECHE;Via Nuova, 29 - 47028 Verghereto (FC);Balze;Bagno di Romagna;42122;;
VERGHERETO;FORLI';Bar Bragagni Marco;;http://www.fumaioloturismo.it/it_IT/bar-bragagni-marco;;;FAST FOOD, PANINOTECHE;Via Ville di Montecoronaro, 37/39 - 47028 Verghereto (FC);Montecoronaro;Bagno di Romagna;42122;;
VERGHERETO;FORLI';Bar De Anna;Il locale offre somministrazione di alimenti e bevande tra cui panini e la tradizionale piadina romagnola. Il locale offre servizio di panini e piadina.;http://www.fumaioloturismo.it/it_IT/bar-alimentari-de-anna;;;FAST FOOD, PANINOTECHE;Via Nuova, 97/101 - 47028 Verghereto (FC);Balze;Bagno di Romagna;42122;;
VERGHERETO;FORLI';Bar dello Sport;"Il locale somministraalimenti e bevande, eservizio di ristorante e pizzeria; bruschette, panini e crostini. Vini regionali e nazionali.";http://www.fumaioloturismo.it/it_IT/bar-dello-sport;;;FAST FOOD, PANINOTECHE;Piazza San Michele - 47028 Verghereto (FC);;Bagno di Romagna;42122;;
VERGHERETO;FORLI';Bar Gabelli Nicola;Il locale  somministra alimenti e bevande, bruschetteria, crostineria, pizze, piadina e panini. Dispone di un'ampia lista di vini locali e nazionali.;http://www.fumaioloturismo.it/it_IT/bar-gabelli-nicola;;;FAST FOOD, PANINOTECHE;Via Montecoronaro, 112 - 47028 Verghereto (FC);Montecoronaro;Bagno di Romagna;42122;;
VERGHERETO;FORLI';Bar il Pentagono;Il locale offre somministrazione di alimenti e bevande e servizio di ristorazione. Bruschetteria, crostineria, panini e piadina. Dispone servizio di internet point.;http://www.fumaioloturismo.it/it_IT/bar-il-pentagono;;;FAST FOOD, PANINOTECHE;Via Nuova, 64 - 47028 Verghereto (FC);Balze;Bagno di Romagna;42122;;
VERGHERETO;FORLI';Bar Le Capanne;Il locale somministra alimenti e bevande, ed è gestito dalla Associazione Pro Loco di Capanne.;http://www.fumaioloturismo.it/it_IT/bar-le-capanne;;;FAST FOOD, PANINOTECHE;Via Capanne - 47028 Verghereto (FC);Capanne;Bagno di Romagna;42122;;
VERGHERETO;FORLI';Bar Pizzeria la Boscaiola;Il localesomministra alimenti e bevande,  pizzeria, bruschetteria, crostineria, panini e piadina. Dispone del servizio di internet point.;http://www.fumaioloturismo.it/it_IT/bar-pizzeria-la-boscaiola;;;FAST FOOD, PANINOTECHE;Strada Provinciale, 97 - 47028 Verghereto (FC);Riofreddo;Bagno di Romagna;42122;;
VERGHERETO;FORLI';Bar Ristorante Pineta;Il locale propone una cucina casalinga e locale con una ampia lista vini. Bruschetteria, paninoteca, pizzeria.;http://www.fumaioloturismo.it/it_IT/bar-ristorante-pineta;;;FAST FOOD, PANINOTECHE;Via Caduti d'Ungheria - 47028 Verghereto (FC);;Bagno di Romagna;42122;;
VERGHERETO;FORLI';Bar Rosticceria Albini;Il locale offre somministrazione di alimenti e bevande, ristorante, pizzeria e rosticceria, crostineria, bruschetteria, pizzette, panini, toast e piadine.;http://www.fumaioloturismo.it/it_IT/bar-rosticceria-albini;;;FAST FOOD, PANINOTECHE;Via Padre Guerra, 3 - 47028 Verghereto (FC);Alfero;Bagno di Romagna;42122;;
VERGHERETO;FORLI';Bar Sorgente Tevere;Il locale offre somministrazione di alimenti e bevande e prodotti tipici locali,  bruschetteria, crostineria, piadina, panini. vini locali e regionali.;http://www.fumaioloturismo.it/it_IT/bar-sorgente-tevere;;;FAST FOOD, PANINOTECHE;Via Tevere, 28 - 47028 Verghereto (FC);Balze;Bagno di Romagna;42122;;
VERGHERETO;FORLI';Il Piccolo Hotel;Situato in zona panoramica in prossimità del territorio del Monte Fumaiolo, l'albergo nuovissimo e a pochi metri dal centro, dispone di ampio parcheggio e di 8 camere dotate di tutti i comfort. 	La cucina del ristorante è curata personalmente dai proprietari e non manca dei...;http://www.fumaioloturismo.it/it_IT/il-piccolo-hotel-di-stoppa-ardemio***;http://www.fumaioloturismo.it/image/image_gallery?uuid=a3ecf15f-5083-450b-8e78-904b2feb464d&groupId=439558&t=1429176480000;Il Piccolo Hotel;RISTORANTI, PIZZERIE, AGRITURISMI;Via Aldo Moro e Martiri di Via Fani, 9/a - 47028 Verghereto (FC);Alfero;Bagno di Romagna;42122;;
VERGHERETO;FORLI';"Osteria Trattoria ""Lia""";Osteria-trattoria con pochi tavoli e menù a voce con cosa c'è di fresco: comunque scelta tra 3-4 primi rigorosamente fatti a mano (tagliatelle, tortelli di erbe, tortelli di patate, tortelli fritti), carni del luogo in arrosto, alla griglia, formaggi locali, dolci (ciambelle,...;http://www.fumaioloturismo.it/it_IT/osteria-trattoria-piccini-lia;http://www.fumaioloturismo.it/image/image_gallery?uuid=d8ddaf8d-839f-4254-bca1-b3b8a4231621&groupId=439558&t=1429285701231;"Osteria Trattoria ""Lia""";RISTORANTI, PIZZERIE, AGRITURISMI;Via Cameragio, 2 - 47028 Verghereto (FC);Montecoronaro;Bagno di Romagna;42122;;
VERGHERETO;FORLI';Ristorante Appennino Nord;Il ristorante propone le migliori specialità locali della cucina tradizionale tipica, legata al territorio e alle stagioni: funghi, tartufi e cacciagione, carni e insaccati degli allevamenti circostanti.  La pasta è  fatta in casa utilizzando grano macinato a pietra....;http://www.fumaioloturismo.it/it_IT/ristorante-appennino-nord;http://www.fumaioloturismo.it/image/image_gallery?uuid=f627f40e-577a-4561-97ec-82742802a6e6&groupId=439558&t=1429788826161;Ristorante Appennino Nord;RISTORANTI, PIZZERIE, AGRITURISMI;Via Don F. Babbini, 13 a - 47028 Verghereto (FC);Alfero;Bagno di Romagna;42122;;
VERGHERETO;FORLI';Ristorante Bar dei Cacciatori;;http://www.fumaioloturismo.it/it_IT/ristorante-bar-dei-cacciatori;;;RISTORANTI, PIZZERIE, AGRITURISMI;Piazza San Michele, 37 - 47028 Verghereto (FC);;Bagno di Romagna;42122;;
